#AGGR_TYPE_CD,S_MTCU,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,COLL_RGN_CD,COLL_CD,NOC_CODE_RANK,NOC_CODE_PERCENTAGE,NOC_CODE,NOC_DESCRIPTION_ENGLISH,NOC_DESCRIPTION_FRENCH
Program,C-43901,A,A08,-1,-1,4,4,822,Managers in horticulture,Gestionnaires en horticulture
Program,D-53907,A,A08,-1,-1,4,5,822,Managers in horticulture,Gestionnaires en horticulture
Program,D-54204,T,T11,-1,-1,5,5,822,Managers in horticulture,Gestionnaires en horticulture
Cl,-1,T,T07,-1,-1,5,3,911,Manufacturing managers,Directeurs/directrices de la fabrication
Program,A-60209,T,T07,-1,-1,2,11,911,Manufacturing managers,Directeurs/directrices de la fabrication
Program,G-77002,T,T09,-1,-1,2,8,911,Manufacturing managers,Directeurs/directrices de la fabrication
Program,A-61806,A,A06,-1,-1,4,4,911,Manufacturing managers,Directeurs/directrices de la fabrication
Program,D-53907,A,A08,-1,-1,4,5,911,Manufacturing managers,Directeurs/directrices de la fabrication
Program,G-71005,T,T07,-1,-1,4,4,911,Manufacturing managers,Directeurs/directrices de la fabrication
Program,G-72711,T,T11,-1,-1,4,9,911,Manufacturing managers,Directeurs/directrices de la fabrication
Program,B-82220,B,B06,-1,-1,5,5,911,Manufacturing managers,Directeurs/directrices de la fabrication
Program,A-62909,B,B12,-1,-1,5,4,911,Manufacturing managers,Directeurs/directrices de la fabrication
Program,D-52907,B,B12,-1,-1,5,3,911,Manufacturing managers,Directeurs/directrices de la fabrication
Program,C-41800,A,A05,-1,-1,5,6,911,Manufacturing managers,Directeurs/directrices de la fabrication
Cl,-1,B,B07,-1,-1,3,5,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,G-70105,B,B07,-1,-1,1,33,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,B-80103,B,B07,-1,-1,1,31,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,B-80243,A,A16,-1,-1,2,6,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,G-70104,B,B07,-1,-1,2,25,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,C-42905,B,B12,-1,-1,2,13,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,B-80100,B,B07,-1,-1,2,17,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,G-70101,B,B07,-1,-1,2,17,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,G-70102,B,B07,-1,-1,2,8,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,B-80104,B,B07,-1,-1,2,20,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,B-80201,B,B07,-1,-1,3,10,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,G-70103,B,B07,-1,-1,3,13,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,D-50102,B,B07,-1,-1,3,6,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,G-70100,B,B07,-1,-1,3,15,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,D-50100,B,B07,-1,-1,3,5,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,A-60100,B,B07,-1,-1,3,7,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,B-80272,B,B01,-1,-1,4,4,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,D-51006,T,T07,-1,-1,4,3,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,D-52805,B,B06,-1,-1,4,5,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,D-50104,B,B07,-1,-1,4,6,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,B-80100,B,B07,-1,-1,2,17,1112,Financial and investment analysts,Analystes financiers/analystes financières et analystes en placements
Program,G-70102,B,B07,-1,-1,2,8,1112,Financial and investment analysts,Analystes financiers/analystes financières et analystes en placements
Program,B-80509,T,T06,-1,-1,3,6,1112,Financial and investment analysts,Analystes financiers/analystes financières et analystes en placements
Program,C-42400,B,B07,-1,-1,4,2,1112,Financial and investment analysts,Analystes financiers/analystes financières et analystes en placements
Program,G-70101,B,B07,-1,-1,4,8,1112,Financial and investment analysts,Analystes financiers/analystes financières et analystes en placements
Program,B-80103,B,B07,-1,-1,4,8,1112,Financial and investment analysts,Analystes financiers/analystes financières et analystes en placements
Program,A-62804,B,B06,-1,-1,5,3,1112,Financial and investment analysts,Analystes financiers/analystes financières et analystes en placements
Program,A-62909,B,B12,-1,-1,5,4,1112,Financial and investment analysts,Analystes financiers/analystes financières et analystes en placements
Program,A-60231,B,B14,-1,-1,5,4,1112,Financial and investment analysts,Analystes financiers/analystes financières et analystes en placements
Program,B-80104,B,B07,-1,-1,5,3,1112,Financial and investment analysts,Analystes financiers/analystes financières et analystes en placements
Program,G-70216,B,B06,-1,-1,3,5,1113,"Securities agents, investment dealers and brokers","Agents/agentes en valeurs, agents/agentes en placements et négociateurs/négociatrices en valeurs"
Cl,-1,B,B07,-1,-1,5,4,1114,Other financial officers,Autres agents financiers/agentes financières
Program,G-72939,B,B12,-1,-1,1,23,1114,Other financial officers,Autres agents financiers/agentes financières
Program,A-62804,B,B06,-1,-1,1,28,1114,Other financial officers,Autres agents financiers/agentes financières
Program,G-70102,B,B07,-1,-1,1,36,1114,Other financial officers,Autres agents financiers/agentes financières
Program,D-50201,B,B07,-1,-1,1,23,1114,Other financial officers,Autres agents financiers/agentes financières
Program,G-72801,B,B07,-1,-1,1,27,1114,Other financial officers,Autres agents financiers/agentes financières
Program,C-40719,A,A09,-1,-1,2,7,1114,Other financial officers,Autres agents financiers/agentes financières
Program,G-70225,B,B06,-1,-1,2,7,1114,Other financial officers,Autres agents financiers/agentes financières
Program,G-70101,B,B07,-1,-1,2,17,1114,Other financial officers,Autres agents financiers/agentes financières
Program,B-82801,B,B07,-1,-1,2,13,1114,Other financial officers,Autres agents financiers/agentes financières
Program,A-60201,B,B07,-1,-1,2,14,1114,Other financial officers,Autres agents financiers/agentes financières
Program,B-80201,B,B07,-1,-1,3,10,1114,Other financial officers,Autres agents financiers/agentes financières
Program,A-62801,B,B07,-1,-1,3,17,1114,Other financial officers,Autres agents financiers/agentes financières
Program,D-52801,B,B07,-1,-1,3,13,1114,Other financial officers,Autres agents financiers/agentes financières
Program,B-80705,A,A10,-1,-1,4,3,1114,Other financial officers,Autres agents financiers/agentes financières
Program,B-80100,B,B07,-1,-1,4,8,1114,Other financial officers,Autres agents financiers/agentes financières
Program,B-83205,B,B16,-1,-1,4,7,1114,Other financial officers,Autres agents financiers/agentes financières
Program,B-80521,T,T06,-1,-1,4,3,1114,Other financial officers,Autres agents financiers/agentes financières
Program,B-80104,B,B07,-1,-1,4,5,1114,Other financial officers,Autres agents financiers/agentes financières
Program,C-40205,A,A09,-1,-1,5,4,1114,Other financial officers,Autres agents financiers/agentes financières
Program,B-82220,B,B06,-1,-1,5,5,1114,Other financial officers,Autres agents financiers/agentes financières
Cl,-1,B,B11,-1,-1,2,22,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,G-70260,A,A17,-1,-1,1,100,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,G-70708,A,A17,-1,-1,1,11,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,C-40200,B,B06,-1,-1,1,10,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,B-83209,B,B17,-1,-1,1,14,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,G-70225,B,B06,-1,-1,2,7,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,G-70913,A,A17,-1,-1,2,10,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,B-80223,B,B11,-1,-1,2,22,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,A-60223,B,B11,-1,-1,2,14,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,G-70223,B,B11,-1,-1,2,25,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,G-70736,A,A17,-1,-1,3,11,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,G-70902,A,A17,-1,-1,3,1,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,B-82611,B,B15,-1,-1,3,2,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,D-50733,A,A17,-1,-1,4,2,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,G-72208,A,A15,-1,-1,4,6,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,D-50223,B,B11,-1,-1,4,10,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,A-60231,B,B14,-1,-1,5,4,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,G-71471,H,H04,-1,-1,5,4,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,G-72231,A,A15,-1,-1,5,5,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,D-50913,A,A17,-1,-1,5,4,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Cl,-1,B,B13,-1,-1,5,5,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,C-59650,A,A14,-1,-1,1,13,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,C-42801,B,B07,-1,-1,1,33,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,G-70209,B,B06,-1,-1,1,33,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,G-70204,B,B06,-1,-1,1,27,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,B-88902,B,B13,-1,-1,1,18,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,G-70211,B,B06,-1,-1,2,6,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,G-70519,B,B01,-1,-1,2,29,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,G-70502,B,B01,-1,-1,2,17,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,D-50500,B,B01,-1,-1,3,8,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,G-72939,B,B12,-1,-1,3,8,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,A-67019,T,T14,-1,-1,3,6,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,G-72007,A,A01,-1,-1,3,3,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,G-72901,B,B12,-1,-1,3,4,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,B-80272,B,B01,-1,-1,4,4,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,G-70512,B,B01,-1,-1,4,4,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,G-71643,B,B02,-1,-1,4,7,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,G-71651,H,H01,-1,-1,4,6,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,G-71005,T,T07,-1,-1,4,4,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
